Age,Mileage,SocioEcon,GoodStudent,RiskAversion,OtherCar,VehicleYear,MakeModel,SeniorTrain,HomeBase,AntiTheft,RuggedAuto,Antilock,CarValue,Airbag,DrivingSkill,Theft,Cushioning,DrivQuality,DrivHist,Accident,ThisCarDam,OtherCarCost,MedCost,ILiCost,ThisCarCost,PropCost
Adult,FiftyThou,Middle,False,Normal,True,Older,Economy,False,Secure,False,EggShell,False,FiveThou,False,Expert,False,Fair,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Middle,False,Adventurous,True,Older,Economy,False,Suburb,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,Severe,Severe,HundredThou,TenThou,Thousand,TenThou,HundredThou
Senior,FiftyThou,UpperMiddle,False,Cautious,True,Current,Luxury,True,Secure,True,EggShell,True,FiftyThou,True,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Prole,True,Normal,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,UpperMiddle,False,Cautious,True,Current,FamilySedan,True,Secure,True,EggShell,True,TwentyThou,True,Normal,False,Good,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,False,Psychopath,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Poor,Many,Severe,Severe,HundredThou,Thousand,TenThou,TenThou,Million
Adult,FiftyThou,Prole,False,Adventurous,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Secure,False,Football,False,TenThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,False,Cautious,True,Older,Economy,False,Rural,True,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Normal,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,False,Normal,True,Older,Economy,False,City,False,EggShell,False,TenThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Normal,True,Older,SportsCar,False,City,True,Football,False,FiveThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,UpperMiddle,False,Cautious,True,Current,FamilySedan,True,Secure,True,Football,True,TwentyThou,True,Expert,False,Good,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Normal,True,Older,Economy,False,City,False,EggShell,False,TenThou,False,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,UpperMiddle,False,Adventurous,True,Current,Luxury,False,City,True,Tank,True,FiftyThou,True,Normal,False,Excellent,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Secure,True,Tank,False,TenThou,False,SubStandard,False,Good,Poor,Many,Severe,Moderate,HundredThou,Thousand,Thousand,Thousand,HundredThou
Adult,FiftyThou,UpperMiddle,False,Cautious,True,Current,Luxury,False,Secure,True,Football,True,FiftyThou,True,Expert,False,Excellent,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,False,Adventurous,True,Older,FamilySedan,False,City,True,Tank,False,FiveThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,Wealthy,False,Psychopath,True,Current,Luxury,False,Secure,True,Football,True,FiftyThou,True,Normal,False,Good,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Adventurous,False,Older,FamilySedan,False,Rural,False,Tank,False,FiveThou,False,SubStandard,False,Good,Poor,Many,Severe,Severe,HundredThou,Thousand,Thousand,TenThou,HundredThou
Adult,FiftyThou,Middle,False,Cautious,True,Current,FamilySedan,False,Secure,True,Football,False,TwentyThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,False,Adventurous,True,Current,SportsCar,False,City,False,Tank,True,TwentyThou,True,Normal,False,Excellent,Poor,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,FiftyThou,UpperMiddle,False,Normal,True,Current,SportsCar,False,Suburb,True,EggShell,True,TwentyThou,True,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,False,Adventurous,True,Older,Economy,False,Rural,False,EggShell,False,FiveThou,False,Normal,False,Poor,Excellent,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,FiftyThou,Middle,False,Cautious,True,Current,Economy,True,Secure,True,EggShell,False,TwentyThou,True,Expert,False,Good,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Cautious,False,Current,FamilySedan,False,Secure,True,Football,False,TwentyThou,True,Normal,False,Good,Normal,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,False,Normal,True,Current,Economy,False,Rural,True,Football,False,TenThou,True,SubStandard,False,Excellent,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,TenThou,TenThou
Adult,TwentyThou,UpperMiddle,False,Normal,True,Current,Economy,False,Suburb,True,Football,False,FiveThou,True,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,UpperMiddle,False,Normal,True,Current,Luxury,False,Secure,True,Football,False,FiftyThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,UpperMiddle,False,Cautious,True,Current,Luxury,False,Secure,True,Football,True,FiftyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Adventurous,False,Older,Economy,False,City,False,EggShell,False,FiveThou,True,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,FiftyThou,Prole,False,Cautious,False,Older,FamilySedan,True,City,True,Tank,False,TenThou,False,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,UpperMiddle,False,Adventurous,True,Current,SportsCar,False,Suburb,False,EggShell,True,TwentyThou,True,Normal,False,Poor,Poor,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,False,Cautious,True,Current,Luxury,False,Secure,True,Tank,True,FiftyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiveThou,Prole,False,Normal,False,Older,Economy,False,Rural,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,False,Tank,False,FiveThou,False,Expert,False,Good,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,False,Cautious,True,Older,Economy,False,City,True,EggShell,False,TenThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,TwentyThou,Prole,False,Normal,True,Older,Economy,False,City,False,EggShell,False,TenThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Adventurous,True,Current,Economy,False,City,False,EggShell,False,TenThou,True,Normal,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Prole,False,Adventurous,False,Older,SportsCar,False,City,False,EggShell,False,TenThou,False,Normal,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiveThou,Middle,False,Normal,True,Older,FamilySedan,False,Secure,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,False,Tank,False,FiveThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,False,Older,FamilySedan,False,Suburb,True,Football,False,FiveThou,False,SubStandard,False,Fair,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,UpperMiddle,False,Adventurous,True,Current,FamilySedan,False,Secure,True,EggShell,True,TwentyThou,True,SubStandard,False,Poor,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Cautious,False,Current,FamilySedan,False,City,True,Football,True,TwentyThou,True,SubStandard,False,Excellent,Poor,Zero,Severe,Severe,HundredThou,Thousand,HundredThou,HundredThou,HundredThou
Adult,FiveThou,Prole,False,Adventurous,True,Older,FamilySedan,False,City,False,Tank,False,TwentyThou,True,Normal,False,Excellent,Poor,Zero,Severe,Severe,TenThou,Thousand,Thousand,HundredThou,HundredThou
Adult,FiftyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,False,Football,False,TenThou,True,Normal,False,Excellent,Normal,Zero,Moderate,Severe,Thousand,Thousand,Thousand,TenThou,TenThou
Senior,Domino,UpperMiddle,False,Adventurous,True,Current,SportsCar,False,Suburb,False,EggShell,True,TwentyThou,True,Normal,False,Poor,Poor,Zero,Moderate,Severe,TenThou,Thousand,Thousand,HundredThou,HundredThou
Adolescent,FiftyThou,UpperMiddle,True,Normal,True,Current,Luxury,False,Suburb,True,Tank,True,FiftyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Adventurous,True,Older,FamilySedan,False,Suburb,False,Tank,False,FiveThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Current,FamilySedan,False,Secure,False,Tank,False,TwentyThou,True,SubStandard,False,Excellent,Poor,Many,Severe,Mild,HundredThou,Thousand,Thousand,Thousand,HundredThou
Senior,Domino,Middle,False,Cautious,True,Current,Economy,True,Secure,True,Football,False,TenThou,True,Expert,False,Good,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,Middle,False,Cautious,True,Current,SportsCar,False,Secure,True,EggShell,True,FiftyThou,True,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Cautious,False,Current,SportsCar,False,Secure,True,EggShell,True,TwentyThou,True,SubStandard,False,Poor,Poor,Many,Severe,Severe,HundredThou,TenThou,Thousand,HundredThou,HundredThou
Senior,TwentyThou,Middle,False,Cautious,True,Current,Economy,True,Rural,True,EggShell,False,TenThou,True,Expert,False,Good,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,Middle,False,Normal,False,Older,FamilySedan,False,Rural,True,Football,False,TwentyThou,False,Normal,False,Fair,Normal,Zero,Moderate,Moderate,Thousand,Thousand,Thousand,HundredThou,HundredThou
Adolescent,FiveThou,UpperMiddle,True,Cautious,True,Current,Luxury,False,Secure,True,Tank,True,FiftyThou,True,SubStandard,False,Excellent,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Prole,False,Adventurous,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Poor,Zero,Mild,Mild,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,Middle,False,Normal,False,Older,SportsCar,False,Suburb,False,EggShell,True,FiveThou,False,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,UpperMiddle,False,Normal,True,Current,FamilySedan,False,Suburb,True,Football,False,TwentyThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Wealthy,False,Cautious,True,Current,SportsCar,False,Secure,True,EggShell,False,TwentyThou,True,SubStandard,False,Poor,Poor,Many,Moderate,Moderate,Thousand,Thousand,Thousand,HundredThou,HundredThou
Adolescent,Domino,Prole,False,Normal,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,Moderate,Moderate,Thousand,Thousand,HundredThou,TenThou,TenThou
Adult,FiftyThou,Prole,False,Normal,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,True,Current,FamilySedan,False,Suburb,False,Tank,False,TwentyThou,True,Normal,False,Excellent,Normal,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,Prole,False,Normal,True,Current,Economy,False,City,False,Football,False,TenThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,False,Normal,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Cautious,True,Current,FamilySedan,False,Secure,True,EggShell,True,TwentyThou,True,SubStandard,False,Poor,Poor,Many,Moderate,Moderate,Thousand,TenThou,Thousand,HundredThou,HundredThou
Senior,FiftyThou,Prole,False,Cautious,False,Older,Economy,True,City,True,EggShell,False,FiveThou,False,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,True,Football,False,FiveThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Normal,False,Current,Economy,False,City,False,Football,False,TenThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,UpperMiddle,False,Cautious,True,Current,SportsCar,True,Secure,True,EggShell,True,TenThou,True,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,Prole,False,Normal,False,Current,Economy,False,City,False,EggShell,False,TenThou,True,SubStandard,False,Fair,Poor,One,Severe,Severe,HundredThou,TenThou,Thousand,TenThou,HundredThou
Adult,FiftyThou,Middle,False,Adventurous,True,Current,FamilySedan,False,Suburb,False,Football,False,TwentyThou,True,SubStandard,False,Good,Poor,Many,Severe,Severe,HundredThou,Thousand,Thousand,HundredThou,Million
Adult,FiftyThou,Middle,False,Normal,True,Current,Economy,False,Secure,True,EggShell,False,TenThou,True,SubStandard,False,Poor,Poor,Many,Moderate,Severe,Thousand,Thousand,Thousand,TenThou,TenThou
Adult,TwentyThou,Middle,False,Cautious,True,Current,SportsCar,False,Secure,True,EggShell,True,TwentyThou,True,SubStandard,False,Poor,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,False,Football,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,Prole,False,Adventurous,True,Older,SportsCar,False,City,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,Severe,Severe,HundredThou,HundredThou,Million,TenThou,HundredThou
Adolescent,TwentyThou,UpperMiddle,False,Normal,True,Older,SportsCar,False,Suburb,True,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,Severe,Severe,HundredThou,Thousand,Thousand,TenThou,HundredThou
Adolescent,TwentyThou,Prole,False,Adventurous,False,Older,Economy,False,City,False,Football,False,FiveThou,False,Normal,False,Fair,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,Prole,False,Adventurous,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,False,Cautious,True,Current,SportsCar,False,Secure,True,EggShell,True,TwentyThou,True,Normal,False,Fair,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,UpperMiddle,False,Normal,True,Current,SportsCar,False,Suburb,True,EggShell,False,TwentyThou,True,Normal,False,Poor,Normal,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,Prole,False,Normal,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,SubStandard,False,Fair,Poor,One,Severe,Severe,TenThou,Million,Thousand,TenThou,HundredThou
Adult,TwentyThou,Middle,False,Cautious,False,Older,SportsCar,False,Secure,True,EggShell,False,TwentyThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Prole,False,Cautious,False,Older,SportsCar,False,City,True,EggShell,False,TenThou,False,Normal,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,False,Football,False,FiveThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,UpperMiddle,False,Normal,True,Current,SportsCar,False,Suburb,True,EggShell,True,TwentyThou,True,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,Prole,False,Normal,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Prole,False,Adventurous,True,Older,SportsCar,False,City,False,EggShell,False,FiveThou,False,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Adventurous,True,Older,SportsCar,False,Rural,False,EggShell,False,TenThou,False,Normal,False,Poor,Poor,One,Severe,Severe,TenThou,Million,Thousand,TenThou,TenThou
Adult,FiftyThou,UpperMiddle,False,Normal,True,Current,FamilySedan,False,Secure,False,Football,True,TwentyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,False,Older,FamilySedan,False,Rural,False,Tank,False,FiveThou,False,SubStandard,False,Excellent,Poor,Many,Severe,Severe,HundredThou,Thousand,Thousand,TenThou,HundredThou
Adult,FiveThou,Middle,False,Normal,True,Older,SportsCar,False,Suburb,False,EggShell,False,TwentyThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,False,Cautious,False,Older,Economy,False,City,True,EggShell,False,TenThou,False,SubStandard,False,Poor,Poor,Zero,Mild,Mild,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Current,FamilySedan,False,Secure,False,EggShell,False,TwentyThou,True,SubStandard,False,Fair,Poor,Many,Severe,Severe,TenThou,Thousand,Thousand,HundredThou,HundredThou
Adult,TwentyThou,Prole,False,Adventurous,False,Older,Economy,False,Rural,False,EggShell,False,FiveThou,False,SubStandard,False,Fair,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Adventurous,True,Older,Economy,False,City,False,Football,False,FiveThou,False,Normal,False,Good,Poor,Zero,Severe,Severe,HundredThou,Thousand,Thousand,TenThou,Million
Adult,FiftyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,False,Tank,False,FiveThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Prole,False,Cautious,True,Older,Economy,False,City,True,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,One,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Middle,False,Adventurous,True,Current,FamilySedan,False,Suburb,False,Football,False,TwentyThou,True,SubStandard,False,Good,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Adventurous,True,Current,SportsCar,False,Suburb,False,EggShell,True,TwentyThou,True,Expert,False,Good,Excellent,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,UpperMiddle,True,Normal,True,Current,SportsCar,False,Secure,True,EggShell,True,TwentyThou,True,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,UpperMiddle,False,Cautious,False,Current,FamilySedan,False,Secure,True,Football,False,TwentyThou,True,Normal,False,Good,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,False,Older,Economy,False,Secure,True,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Normal,False,Older,FamilySedan,False,City,False,Tank,False,FiveThou,False,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Adventurous,False,Older,FamilySedan,False,Suburb,False,Football,False,FiveThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Current,FamilySedan,False,Secure,True,Tank,True,TwentyThou,True,SubStandard,False,Excellent,Poor,Many,Mild,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,False,Normal,True,Older,Economy,False,City,False,EggShell,False,TenThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Prole,True,Adventurous,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,SubStandard,False,Fair,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,FiftyThou,Middle,False,Cautious,False,Older,SportsCar,True,Secure,True,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,Moderate,Moderate,Thousand,Million,Thousand,TenThou,TenThou
Adult,FiftyThou,Middle,False,Adventurous,True,Older,FamilySedan,False,Secure,False,EggShell,False,TwentyThou,False,Normal,False,Poor,Normal,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Older,Economy,False,Secure,False,EggShell,False,FiveThou,False,Expert,False,Fair,Excellent,Zero,Severe,Severe,TenThou,Thousand,Thousand,TenThou,TenThou
Adolescent,TwentyThou,Prole,False,Adventurous,False,Older,FamilySedan,False,City,False,Football,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,Severe,Severe,HundredThou,TenThou,Thousand,TenThou,HundredThou
Adult,FiftyThou,Middle,False,Normal,True,Older,Economy,False,Suburb,False,EggShell,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,UpperMiddle,False,Normal,True,Current,FamilySedan,False,Secure,True,Football,False,TwentyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,False,Adventurous,True,Older,SportsCar,False,Suburb,False,EggShell,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Psychopath,False,Older,FamilySedan,False,Suburb,False,Football,False,FiveThou,False,Normal,False,Fair,Poor,One,Moderate,Moderate,HundredThou,TenThou,Thousand,TenThou,HundredThou
Adult,FiftyThou,Middle,False,Normal,True,Current,FamilySedan,False,Suburb,False,Football,True,TwentyThou,True,SubStandard,False,Excellent,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Current,FamilySedan,False,Secure,False,EggShell,False,TwentyThou,True,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,False,Cautious,False,Older,SportsCar,True,City,True,Football,False,TwentyThou,False,Expert,False,Fair,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Psychopath,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,Moderate,Moderate,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Prole,True,Normal,True,Current,Economy,False,City,False,Football,False,TenThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,True,Older,SportsCar,False,Suburb,False,EggShell,False,TenThou,False,SubStandard,False,Poor,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,False,Cautious,True,Older,Economy,False,City,True,Football,False,TenThou,False,SubStandard,False,Good,Poor,Zero,Mild,Mild,Thousand,Thousand,Thousand,TenThou,TenThou
Adolescent,FiveThou,UpperMiddle,True,Cautious,True,Current,FamilySedan,False,Secure,True,Tank,True,TwentyThou,True,SubStandard,False,Excellent,Poor,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,False,Normal,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,FiftyThou,UpperMiddle,False,Adventurous,True,Current,FamilySedan,False,City,False,Football,False,TwentyThou,True,Normal,False,Fair,Normal,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,Domino,UpperMiddle,False,Cautious,False,Older,Luxury,True,Secure,True,Tank,False,TenThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,Domino,Middle,True,Normal,False,Older,FamilySedan,False,Secure,False,Football,False,FiveThou,False,SubStandard,False,Good,Poor,Many,Moderate,Moderate,HundredThou,Thousand,Thousand,Thousand,HundredThou
Adult,Domino,UpperMiddle,False,Normal,True,Current,Luxury,False,Secure,True,Tank,True,FiftyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,False,Normal,False,Current,Economy,False,City,False,Football,False,TenThou,True,SubStandard,False,Good,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,UpperMiddle,False,Adventurous,True,Current,Luxury,False,City,False,Football,True,FiftyThou,True,Normal,False,Excellent,Normal,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
